Distance (km),Fuel Type,Duration (min),Base Fare (₹),Traffic Conditions,Weather,Time of Day,Day,Demand/Supply Ratio,Surge Multiplier,Traffic/Delay (min),Driver Availability,Fuel Price (₹/km),Final Price (₹)
45,EV,57,50,Heavy,Stormy,Off-peak,Mon,1.9988005028983247,1.041718638253312,11,Medium,1.0,435.1772372460291
31,Diesel,10,50,Heavy,Clear,Peak,Sat,1.0924337836167464,1.431008346572162,10,Medium,3.2,264.5072911236587
8,Diesel,46,50,Light,Clear,Off-peak,Fri,2.6921558989243914,1.8590509554045194,9,Medium,3.2,838.8136973284775
30,EV,9,50,Light,Clear,Peak,Tue,1.5587180076593676,1.2512348520262448,13,Low,1.0,191.13158497510258
13,CNG,24,50,Heavy,Snowy,Peak,Thu,1.5795422751241186,1.8390211260191252,15,Low,2.8,390.4066808400955
16,Diesel,16,50,Moderate,Rainy,Peak,Wed,1.861066395619962,1.5909080941846536,4,Medium,3.2,394.37664093523324
2,Petrol,42,50,Moderate,Stormy,Off-peak,Thu,1.5369426040620815,1.0091655263856056,15,High,4.5,221.79721736354665
45,CNG,42,50,Heavy,Snowy,Peak,Sat,2.1630205295024476,1.8833899381920998,15,High,2.8,1059.190886355643
18,Diesel,12,50,Light,Rainy,Off-peak,Tue,2.728208208074594,1.8968306470803395,3,Low,3.2,681.0232805950706
35,CNG,60,50,Light,Snowy,Peak,Mon,1.8833544544880108,1.8255112535018148,9,Low,2.8,921.4067132681702
45,Diesel,53,50,Light,Snowy,Peak,Wed,1.2258358102339857,1.5271891674169122,0,High,3.2,561.6249511263229
19,EV,54,50,Heavy,Rainy,Off-peak,Tue,2.753429574767602,1.7286554409718677,1,Medium,1.0,842.4723897886123
13,Diesel,47,50,Heavy,Stormy,Off-peak,Sun,2.045076114502662,1.1293941672186771,14,Medium,3.2,428.6797697400877
4,CNG,37,50,Moderate,Snowy,Off-peak,Sun,2.9193517678103937,1.8607257344463848,7,High,2.8,734.42167249841
19,Diesel,43,50,Heavy,Clear,Peak,Thu,2.742230569826892,1.9489074841652072,15,High,3.2,1051.7688043897551
50,Diesel,44,50,Light,Snowy,Peak,Fri,2.7349136602600783,1.3286045008467595,9,High,3.2,1082.81834233775
25,CNG,35,50,Heavy,Snowy,Peak,Fri,1.243429165449043,1.2613116760970673,0,Low,2.8,297.9868277082969
38,Diesel,7,50,Heavy,Rainy,Off-peak,Fri,2.049366261491544,1.2467382523510269,5,High,3.2,474.2123265734057
31,Diesel,23,50,Light,Snowy,Peak,Sun,2.6943372657613756,1.3379526735764093,3,Medium,3.2,703.6756500568354
36,CNG,52,50,Light,Stormy,Peak,Sat,2.576332553135652,1.0783933485129031,12,Medium,2.8,707.9108116812101
4,EV,59,50,Heavy,Snowy,Peak,Mon,2.046380177171903,1.7916965949298693,4,High,1.0,630.6366920037916
39,Petrol,12,50,Heavy,Snowy,Off-peak,Sun,2.987763156140144,1.3224723022630558,10,Low,4.5,985.8328879194888
7,Petrol,34,50,Light,Snowy,Peak,Thu,2.8374347042628676,1.0803017184429287,8,Medium,4.5,458.2601952542244
16,Petrol,35,50,Light,Snowy,Peak,Wed,1.8488010041357383,1.988951046119094,3,High,4.5,706.0175407184272
48,Petrol,33,50,Heavy,Rainy,Peak,Tue,1.472481470894303,1.2144684500606444,0,Medium,4.5,593.7097201804073
5,Petrol,10,50,Heavy,Clear,Off-peak,Sun,1.7588530204257347,1.818469959930876,15,Low,4.5,295.85397779595445
47,Petrol,60,50,Moderate,Clear,Peak,Fri,1.565194442890853,1.492493999684867,2,High,4.5,891.2005244263167
23,CNG,6,50,Light,Rainy,Peak,Fri,2.2980312858286416,1.3759144194875688,12,High,2.8,399.66344996129556
36,CNG,27,50,Heavy,Snowy,Off-peak,Mon,2.413928988809478,1.6677297435318743,3,Medium,2.8,824.4799843146523
32,CNG,48,50,Light,Snowy,Off-peak,Fri,1.27691387451985,1.861781787498754,11,Medium,2.8,560.1001250070699
24,Diesel,34,50,Light,Rainy,Peak,Mon,1.5753785085034349,1.0560922044315397,8,Medium,3.2,324.09751857022354
25,EV,57,50,Light,Clear,Peak,Sun,2.868124013535258,1.0444557617648846,6,High,1.0,566.1738151133009
45,EV,42,50,Light,Stormy,Peak,Mon,2.2735889731430294,1.984945720301357,1,High,1.0,807.8181756516657
28,Petrol,50,50,Heavy,Snowy,Off-peak,Mon,2.394883988492034,1.2675200665086328,3,Low,4.5,837.8155294151916
19,Petrol,43,50,Moderate,Rainy,Peak,Fri,1.0945446978142226,1.0547126019157167,4,Low,4.5,255.70626408104897
7,CNG,13,50,Moderate,Snowy,Off-peak,Fri,1.8285487391361943,1.328593947535184,15,Low,2.8,232.25052409355044
44,EV,11,50,Heavy,Clear,Peak,Sat,2.8991707821777024,1.1809840373525136,7,Medium,1.0,397.16943217603745
41,Diesel,51,50,Moderate,Snowy,Off-peak,Sun,2.577016087441097,1.4519294940386689,15,High,3.2,1059.6340520356987
17,Diesel,48,50,Light,Clear,Peak,Wed,2.5634394306162926,1.8815164255100147,10,Low,3.2,966.5599402587209
2,CNG,53,50,Heavy,Stormy,Peak,Mon,2.794213979080446,1.895761238091688,15,Low,2.8,856.0214684799032
16,Petrol,19,50,Heavy,Stormy,Off-peak,Sat,1.4099555039112697,1.3118206566309345,14,Low,4.5,295.93740079380507
39,EV,19,50,Heavy,Snowy,Peak,Tue,2.971907355650398,1.4758579851740121,5,Medium,1.0,557.0363766583208
18,Diesel,25,50,Light,Rainy,Off-peak,Sat,1.885611453709415,1.5409264855633922,9,Low,3.2,457.9207681671984
39,Petrol,18,50,Light,Clear,Peak,Thu,2.6865429180816975,1.2522541192576946,3,Medium,4.5,879.7473049434977
1,EV,15,50,Light,Snowy,Off-peak,Mon,1.6092160713974013,1.1676640454050986,7,Medium,1.0,152.20092357656196
3,Diesel,15,50,Heavy,Clear,Peak,Sat,2.3009100601623804,1.475121182206429,14,Medium,3.2,304.1132566615267
21,Petrol,24,50,Light,Rainy,Peak,Tue,1.125247148081717,1.4052781918214161,9,Low,4.5,304.3974159396325
30,Diesel,17,50,Heavy,Snowy,Off-peak,Mon,2.917096021066441,1.898690935017143,8,Low,3.2,996.9594789192171
11,Petrol,49,50,Light,Rainy,Off-peak,Fri,1.234038774713453,1.8467787553315729,2,Low,4.5,450.1018269982514
22,Petrol,34,50,Light,Clear,Peak,Sat,2.380221121111572,1.663778913038691,5,Low,4.5,859.3550909994199
47,Petrol,44,50,Light,Snowy,Peak,Sun,1.0123753443363617,1.2838018960936677,0,High,4.5,454.2414406228165
25,EV,43,50,Light,Rainy,Peak,Fri,2.0277069786499995,1.3719747774183193,5,Low,1.0,447.8960157431678
3,CNG,24,50,Moderate,Stormy,Peak,Wed,1.6455465837587189,1.1774415696137794,8,High,2.8,206.153718941048
30,Petrol,49,50,Light,Clear,Off-peak,Wed,1.4647116781109586,1.2700169358824016,13,Medium,4.5,526.439044380139
24,Petrol,47,50,Moderate,Snowy,Off-peak,Sun,2.4278486055951483,1.9837624379072092,8,Low,4.5,1213.7012669136727
45,Diesel,55,50,Heavy,Stormy,Peak,Mon,1.8864760611978015,1.5510060103244454,8,Low,3.2,889.4844556122969
36,Diesel,42,50,Heavy,Rainy,Off-peak,Sun,1.6351347944044083,1.8177711937855499,10,Low,3.2,740.6973910644178
23,EV,12,50,Moderate,Stormy,Peak,Fri,1.897327775275688,1.2741945048718697,2,Low,1.0,234.503768644114
8,CNG,55,50,Heavy,Clear,Peak,Mon,1.6302965846878232,1.4109217355065236,5,Medium,2.8,419.56028972643776
4,Diesel,41,50,Light,Snowy,Off-peak,Sun,1.8446509294081266,1.5981273474827384,2,Medium,3.2,426.86853162338446
50,EV,46,50,Moderate,Stormy,Off-peak,Sat,1.329142034971595,1.0504055398299719,0,Low,1.0,268.05852609696876
39,EV,37,50,Moderate,Rainy,Off-peak,Tue,2.8495036046099567,1.8987170574832604,0,Low,1.0,881.8953792075727
43,EV,30,50,Heavy,Stormy,Off-peak,Mon,1.8415377702169096,1.846278728217546,9,Low,1.0,520.1987778911797
31,Petrol,48,50,Heavy,Snowy,Off-peak,Sun,1.9321159943458275,1.9811290330382918,1,Low,4.5,1092.8286466507057
29,CNG,60,50,Moderate,Stormy,Peak,Wed,2.451455490041268,1.3857237509515237,10,Low,2.8,853.3364723540137
36,CNG,43,50,Heavy,Snowy,Peak,Thu,1.248260757840588,1.1230279300450525,5,Medium,2.8,331.9537453840948
13,CNG,12,50,Moderate,Rainy,Peak,Tue,1.3905275621004727,1.6801890799422827,9,Medium,2.8,257.93295446207765
41,Petrol,22,50,Moderate,Snowy,Off-peak,Wed,1.3005621364889417,1.13150207232923,10,Medium,4.5,409.8374676075019
9,Petrol,43,50,Moderate,Rainy,Off-peak,Fri,1.9588653009401475,1.3099636645226298,5,High,4.5,452.9064779389001
21,Diesel,18,50,Light,Stormy,Off-peak,Mon,2.1742903700872525,1.2152973923203247,6,High,3.2,404.8171226712603
3,Diesel,56,50,Light,Snowy,Peak,Wed,2.4292813706499814,1.6364293646130337,7,Low,3.2,682.1696086643773
25,Diesel,22,50,Heavy,Clear,Off-peak,Sat,2.8869524503487467,1.6472022165433096,8,Medium,3.2,827.4386386969094
25,EV,25,50,Moderate,Rainy,Peak,Wed,1.1722232893550775,1.3315788899156824,13,Medium,1.0,195.11347329659299
12,CNG,27,50,Heavy,Stormy,Off-peak,Fri,2.3456257166192716,1.7434594911682466,13,Low,2.8,562.7156703674627
29,Petrol,8,50,Light,Stormy,Off-peak,Thu,2.509896456415934,1.7825086208126097,8,Medium,4.5,879.1237219335051
11,Diesel,14,50,Heavy,Rainy,Peak,Fri,2.3290210180756095,1.6870005852354724,3,High,3.2,444.7695716827812
11,EV,47,50,Moderate,Clear,Off-peak,Mon,2.7100185267705896,1.0579283257827663,6,High,1.0,444.3858312443367
49,Petrol,15,50,Moderate,Rainy,Peak,Sat,2.040452888480613,1.146038178792694,3,High,4.5,702.7002921240974
26,EV,24,50,Light,Snowy,Off-peak,Fri,2.636195774811888,1.3791369034878802,6,Low,1.0,450.8236848548756
14,EV,23,50,Moderate,Stormy,Off-peak,Mon,1.1392457260287103,1.4361733417296088,14,High,1.0,179.97697755420097
16,EV,5,50,Heavy,Rainy,Peak,Sun,2.2734324852295593,1.327563637368349,10,Low,1.0,229.37759875460665
10,CNG,35,50,Moderate,Snowy,Off-peak,Sun,2.881731790562471,1.5557382735763914,10,High,2.8,663.5166252324595
31,Petrol,6,50,Light,Stormy,Peak,Sat,1.909933229491143,1.3014462858130726,11,Low,4.5,500.8636147959513
31,Petrol,45,50,Moderate,Stormy,Peak,Sat,1.2434096796828673,1.4176563773812556,7,High,4.5,492.68238155695025
36,EV,53,50,Light,Snowy,Peak,Sun,1.7273495502648584,1.0200507251456683,7,Low,1.0,338.30095897492083
10,CNG,9,50,Moderate,Rainy,Off-peak,Fri,2.7007155097339424,1.3544577317534638,13,High,2.8,351.168480328861
26,EV,38,50,Light,Rainy,Off-peak,Thu,1.254364100067069,1.6940521408590605,4,High,1.0,322.99364474857583
20,Diesel,8,50,Light,Stormy,Off-peak,Mon,2.0545465134695577,1.5029761045982122,13,Low,3.2,401.4314610189408
44,Petrol,31,50,Moderate,Rainy,Peak,Mon,2.7144489637799385,1.7228476578852718,9,Low,4.5,1449.7404323061849
9,Petrol,43,50,Heavy,Clear,Peak,Wed,2.5725095307130585,1.6092933678051016,3,Low,4.5,730.6963259081773
15,CNG,57,50,Light,Rainy,Peak,Fri,2.024706480347353,1.9814393519659563,9,Medium,2.8,826.4376178461908
9,Petrol,53,50,Moderate,Rainy,Off-peak,Wed,2.2486290352851572,1.2697315634957675,4,Low,4.5,561.0380087264894
7,Petrol,7,50,Heavy,Stormy,Peak,Tue,1.5594914384069798,1.106555435204237,14,High,4.5,164.80088595941498
26,Petrol,30,50,Heavy,Stormy,Off-peak,Mon,2.866141919831633,1.1341562982919324,1,High,4.5,737.898210609856
24,CNG,45,50,Heavy,Snowy,Peak,Thu,1.0620781514008593,1.2685087325017372,12,Medium,2.8,279.1513208797477
12,EV,5,50,Heavy,Stormy,Off-peak,Sun,1.7310512651356396,1.5752728015664745,1,Medium,1.0,196.33521427814944
20,Petrol,56,50,Light,Rainy,Off-peak,Thu,1.7909269093511937,1.7733819791743606,9,High,4.5,800.3513717795838
14,EV,57,50,Light,Clear,Off-peak,Mon,2.5511528246753183,1.0379074623933495,13,High,1.0,471.3191786896766
22,CNG,20,50,Light,Snowy,Off-peak,Wed,1.9458585179452188,1.9656198868467052,11,Medium,2.8,579.8424390992578
16,EV,39,50,Heavy,Stormy,Peak,Mon,2.7155991584844923,1.353321497729321,11,High,1.0,529.2113357365513
29,Diesel,23,50,Light,Snowy,Off-peak,Tue,1.5683774706936169,1.8240233579802285,10,Medium,3.2,540.1109481594605
32,Petrol,20,50,Moderate,Rainy,Peak,Sat,1.3550175616238915,1.6710343082269605,2,High,4.5,529.8417150913136
19,CNG,37,50,Heavy,Snowy,Off-peak,Sun,1.4943688676733646,1.5918180862248916,10,High,2.8,421.51687289474637
35,CNG,35,50,Moderate,Stormy,Peak,Sun,1.3463842211242683,1.0860724900140768,10,Low,2.8,318.7750482543572
43,EV,26,50,Heavy,Snowy,Peak,Tue,1.682229668648967,1.895300896744645,14,High,1.0,462.308052930521
32,Petrol,48,50,Moderate,Rainy,Off-peak,Sun,1.4862124682296556,1.3775830950505927,0,Medium,4.5,593.740539847111
20,CNG,24,50,Moderate,Stormy,Peak,Tue,2.233552051467448,1.8922318869623451,3,High,2.8,650.8653555984374
40,Diesel,60,50,Moderate,Rainy,Off-peak,Mon,1.0266750143665324,1.1908493822868806,11,Medium,3.2,364.3393613869923
20,EV,10,50,Light,Stormy,Off-peak,Sat,2.009146726603812,1.9670364790506571,14,High,1.0,355.68584126954244
8,Diesel,39,50,Light,Stormy,Peak,Fri,1.7857078962116424,1.6224223590850189,8,Low,3.2,445.0056833446562
35,Diesel,43,50,Heavy,Clear,Peak,Wed,1.6643470304658787,1.8364433511680884,9,Low,3.2,758.0068014575828
42,EV,7,50,Light,Clear,Peak,Thu,1.1505645826900666,1.5028920188948152,14,Low,1.0,183.29247882608212
13,Diesel,36,50,Light,Stormy,Peak,Sat,2.454933078713242,1.596667296582257,9,Low,3.2,641.2647788361946
41,EV,17,50,Light,Rainy,Off-peak,Fri,1.7242607927213855,1.3194016849913353,15,High,1.0,284.3740744101365
6,EV,52,50,Heavy,Snowy,Peak,Sat,2.879967732323106,1.7422550746849863,11,Low,1.0,802.822143451031
47,CNG,18,50,Heavy,Stormy,Off-peak,Mon,2.9003304510663854,1.9028680366388966,4,Low,2.8,1200.9226737589743
16,CNG,45,50,Light,Clear,Off-peak,Wed,2.1473446377969965,1.717013879939659,9,Low,2.8,681.3613972909947
5,Diesel,12,50,Heavy,Clear,Peak,Sun,1.7033202750812018,1.4706726446374327,4,Medium,3.2,225.45238802564074
45,Diesel,51,50,Heavy,Rainy,Peak,Sat,1.7991540862724973,1.8354937812561063,14,High,3.2,977.4914965149055
34,Diesel,23,50,Heavy,Stormy,Peak,Mon,1.5752518149289945,1.499196896556982,11,High,3.2,483.6582670821994
6,Diesel,49,50,Light,Snowy,Off-peak,Sun,2.367455738671361,1.4394512290786294,9,Medium,3.2,569.7903585754614
33,Diesel,18,50,Light,Clear,Off-peak,Thu,2.06882521952524,1.6646898220249873,12,High,3.2,659.8612580919204
15,CNG,15,50,Moderate,Rainy,Off-peak,Mon,1.8445934248672984,1.2297562248995781,3,Medium,2.8,276.7448300900059
15,Diesel,54,50,Moderate,Stormy,Off-peak,Sun,2.046886748759024,1.4755780406684087,6,Low,3.2,622.1902744700178
14,Diesel,39,50,Moderate,Rainy,Off-peak,Mon,1.2430374992274922,1.0405031876186333,14,High,3.2,223.49683819164096
39,Petrol,40,50,Heavy,Stormy,Off-peak,Fri,2.325667057751759,1.9844629551402089,7,Medium,4.5,1409.9436373010276
5,EV,7,50,Moderate,Snowy,Peak,Mon,2.029779387280035,1.961479183159359,4,Low,1.0,274.71453100434655
26,EV,29,50,Moderate,Rainy,Peak,Thu,2.2299449304150594,1.9857721213203439,11,Low,1.0,593.3737716363131
48,CNG,17,50,Heavy,Rainy,Off-peak,Fri,1.5551719593311795,1.8786153457934858,11,Low,2.8,638.0708679393651
17,EV,20,50,Heavy,Rainy,Off-peak,Sun,2.4860778205994376,1.90107888831721,6,High,1.0,505.7066163617119
43,Diesel,32,50,Light,Stormy,Off-peak,Mon,1.95733327875335,1.0856146526629873,13,Low,3.2,534.6272773899763
47,EV,49,50,Moderate,Clear,Peak,Mon,1.1973970971462133,1.212593054015854,10,High,1.0,283.1313035651578
16,CNG,31,50,Light,Stormy,Peak,Tue,2.3388645069504923,1.6675876622115045,6,Medium,2.8,611.5610181548054
35,EV,14,50,Heavy,Snowy,Peak,Sun,1.2257465041960873,1.2024602089336374,2,Medium,1.0,166.55198792148923
38,EV,22,50,Moderate,Stormy,Off-peak,Sat,1.1188145788004795,1.0492673173966756,5,Medium,1.0,154.95949547261972
23,Petrol,12,50,Moderate,Rainy,Peak,Tue,2.4890294078112474,1.4083649909446492,3,Medium,4.5,622.2194835922669
13,Petrol,11,50,Moderate,Rainy,Off-peak,Fri,1.9424980560143605,1.9283354503732895,11,Medium,4.5,488.8253162120267
33,Diesel,53,50,Light,Snowy,Peak,Sat,1.0507433892754796,1.9958114749995262,14,High,3.2,548.5976226766866
29,EV,26,50,Moderate,Clear,Off-peak,Thu,2.0256500704073597,1.488103723096837,3,Low,1.0,394.8834409018576
46,Diesel,42,50,Light,Snowy,Peak,Mon,2.7904519573890845,1.6103784658751912,6,Low,3.2,1263.6238683175109
34,EV,51,50,Light,Clear,Peak,Sat,1.189699430564181,1.3467434204867097,8,Low,1.0,298.01289776725184
34,Diesel,13,50,Heavy,Rainy,Off-peak,Sun,1.693845220757051,1.282016936145478,11,Medium,3.2,401.3002704885849
27,Diesel,46,50,Moderate,Snowy,Off-peak,Sun,2.6605887050231445,1.929431949594,8,Medium,3.2,1172.474236242613
15,EV,44,50,Light,Clear,Off-peak,Sat,1.508349969978054,1.719357168459327,5,High,1.0,396.7890270143582
50,Petrol,43,50,Moderate,Snowy,Off-peak,Sat,1.2170846287221544,1.2213556465834663,1,High,4.5,536.6240393011678
9,CNG,33,50,Moderate,Rainy,Peak,Wed,1.8870146309040543,1.2476075715665287,13,Low,2.8,332.42062825358755
26,Diesel,59,50,Heavy,Stormy,Peak,Fri,2.729283312127942,1.7187765011058647,4,Medium,3.2,1178.3862390625675
3,CNG,41,50,Light,Stormy,Off-peak,Sat,1.649807304508201,1.3979225082842128,3,High,2.8,323.8049082486424
36,EV,54,50,Light,Clear,Peak,Fri,2.67292625572545,1.4948798841782969,14,Low,1.0,775.166516165742
47,Diesel,52,50,Heavy,Rainy,Peak,Mon,1.2271764565338625,1.8094584995111829,10,Low,3.2,675.9277703291349
5,EV,51,50,Light,Snowy,Peak,Fri,1.8143929404050942,1.6878239585395942,1,Low,1.0,480.79301237826877
20,Diesel,46,50,Light,Rainy,Off-peak,Wed,1.9769025907096658,1.9460134191775547,10,High,3.2,792.4982678051439
20,Petrol,33,50,Light,Snowy,Off-peak,Sun,1.7900356060632012,1.829845583501577,12,Medium,4.5,674.7506821014554
5,Diesel,32,50,Heavy,Snowy,Peak,Sat,2.7747329558489175,1.2649764946695945,13,Low,3.2,456.2963558574156
10,Diesel,25,50,Light,Stormy,Peak,Sat,1.6251835726154311,1.553258627534876,9,Medium,3.2,333.211613525059
16,Diesel,37,50,Moderate,Rainy,Off-peak,Sun,2.7283630979727103,1.264617245769215,10,High,3.2,604.4986966281904
25,EV,30,50,Heavy,Clear,Peak,Fri,2.666957545819135,1.3129905601011198,9,Low,1.0,472.7281610498814
44,Petrol,42,50,Heavy,Snowy,Peak,Thu,2.5585793689719885,1.744924119393076,7,Low,4.5,1482.2229149638451
25,EV,19,50,Heavy,Snowy,Off-peak,Sat,1.5100153883426255,1.384961468650031,6,Medium,1.0,236.3183836813159
30,CNG,6,50,Light,Clear,Peak,Sat,1.7287215763071517,1.479122673300601,9,Low,2.8,373.32072678362005
14,Petrol,16,50,Heavy,Clear,Off-peak,Wed,2.1246895400150914,1.6707976532819426,13,Medium,4.5,514.7393131244362
22,Diesel,37,50,Light,Clear,Peak,Sat,1.2978517908405276,1.4135425165746747,11,High,3.2,356.6401526683658
43,Diesel,19,50,Moderate,Rainy,Peak,Thu,1.8716970482412818,1.4347912857931766,5,Low,3.2,605.8475850224922
28,Diesel,49,50,Heavy,Clear,Peak,Tue,1.0141775644567503,1.3466803036983448,2,High,3.2,324.50765304038345
30,CNG,5,50,Heavy,Snowy,Peak,Tue,1.4373612851791218,1.453859367057138,10,Low,2.8,300.9198482356251
19,CNG,37,50,Heavy,Stormy,Peak,Mon,2.741365026643829,1.7886916651148534,10,Low,2.8,868.8925403873849
38,Diesel,8,50,Moderate,Stormy,Off-peak,Sun,1.0209836587678853,1.5946309098298985,9,Low,3.2,305.43007809178744
42,Diesel,32,50,Light,Stormy,Off-peak,Mon,1.745441484621487,1.0668620170821153,0,Medium,3.2,462.556873388749
20,CNG,57,50,Heavy,Stormy,Peak,Sun,2.857692024426799,1.1008620628391028,7,High,2.8,692.1034421332542
35,EV,18,50,Moderate,Snowy,Peak,Fri,2.579958400961681,1.0131059845295285,7,High,1.0,316.26632679803294
22,Petrol,57,50,Light,Rainy,Off-peak,Tue,1.2977128163931655,1.2030049874359559,14,Medium,4.5,410.5837624700817
15,Petrol,53,50,Heavy,Rainy,Peak,Fri,1.6138814541321622,1.223408970958444,15,High,4.5,441.28668046239466
11,CNG,49,50,Light,Snowy,Off-peak,Fri,2.4580345143360205,1.0719559718547316,6,High,2.8,471.12097406815656
34,CNG,16,50,Heavy,Stormy,Peak,Thu,2.100806907357917,1.6897364206293035,4,Low,2.8,629.0263220896086
24,EV,10,50,Moderate,Snowy,Off-peak,Wed,2.5934272704576697,1.699492305489907,2,Low,1.0,414.3059109531071
6,Diesel,55,50,Light,Stormy,Peak,Thu,1.332585193307021,1.5289245063865051,6,High,3.2,365.10605087396647
17,CNG,24,50,Moderate,Stormy,Off-peak,Thu,1.736990994854337,1.6455557724970098,6,High,2.8,416.170745296907
28,EV,52,50,Heavy,Snowy,Off-peak,Thu,2.5135198195179864,1.891329383751439,1,Medium,1.0,865.2086882158686
50,CNG,25,50,Moderate,Rainy,Off-peak,Sat,1.8252751235312472,1.233046629092168,8,High,2.8,540.1558411766388
31,Diesel,20,50,Light,Snowy,Off-peak,Wed,2.3292612855618104,1.4532460975771522,11,Low,3.2,640.4400840624617
36,CNG,16,50,Light,Snowy,Peak,Sat,1.391397132034549,1.409996307743075,14,Low,2.8,358.6288888717077
9,Diesel,56,50,Heavy,Stormy,Off-peak,Thu,2.303817273146521,1.8222940119253623,1,Low,3.2,801.0227460079134
10,EV,24,50,Light,Rainy,Off-peak,Sat,1.3459320883277965,1.3073248188828717,9,High,1.0,190.03360574899241
21,Petrol,49,50,Heavy,Snowy,Peak,Sat,2.5238856279552127,1.3740778517530163,5,Low,4.5,840.9937203697702
34,EV,37,50,Moderate,Snowy,Peak,Mon,2.08427162078642,1.1917883459196201,2,High,1.0,392.473679126712
31,Petrol,54,50,Moderate,Clear,Peak,Fri,1.8607115113786687,1.0316075498459494,0,Low,4.5,571.0584028589918
29,EV,6,50,Moderate,Snowy,Peak,Thu,1.1410387842911711,1.8911276664873682,2,High,1.0,196.3643512292413
43,Petrol,38,50,Heavy,Clear,Off-peak,Tue,2.3301212611190545,1.8067365532737871,0,Medium,4.5,1345.0679242997353
43,EV,30,50,Moderate,Stormy,Peak,Sun,1.3805086712079246,1.7977277964414669,13,High,1.0,379.71215815322086
11,Diesel,37,50,Heavy,Rainy,Peak,Wed,1.2439989223694734,1.2620722348953555,10,High,3.2,249.94662682583098
33,Petrol,46,50,Moderate,Rainy,Off-peak,Fri,1.3125649774833956,1.135745374233161,0,High,4.5,433.0598542523723
46,Petrol,34,50,Moderate,Clear,Peak,Thu,1.3698055939079927,1.6006771615712039,6,Low,4.5,712.6003722373259
1,Diesel,60,50,Light,Snowy,Off-peak,Wed,2.369346223002559,1.4726934058276633,15,Medium,3.2,604.3503207735166
21,Diesel,5,50,Moderate,Stormy,Off-peak,Sat,1.9741408219286485,1.2451820821635513,10,Low,3.2,312.67855990574037
23,Petrol,50,50,Moderate,Clear,Peak,Wed,1.9344445876589076,1.7759799175698974,1,High,4.5,870.9080564211692
9,Petrol,12,50,Heavy,Rainy,Off-peak,Tue,1.9257783922991552,1.1470694099217917,15,Low,4.5,252.9306699288464
1,Petrol,5,50,Light,Stormy,Off-peak,Wed,1.8234636350231634,1.8222354627280204,3,High,4.5,214.31931649735284
21,CNG,50,50,Heavy,Stormy,Peak,Fri,2.0306710015084497,1.93759049519813,0,Medium,2.8,821.5463239957437
22,EV,14,50,Moderate,Snowy,Peak,Wed,1.320975226936892,1.7426785835626748,12,Low,1.0,230.20352373997656
4,Diesel,36,50,Moderate,Stormy,Off-peak,Thu,1.5670013403251712,1.6723204376651641,3,Medium,3.2,353.2472239086012
1,Diesel,55,50,Light,Snowy,Peak,Mon,1.2005335885212505,1.3508327756083256,4,Low,3.2,264.6647235176077
10,EV,44,50,Moderate,Rainy,Peak,Wed,2.6733089985223377,1.1689760823363935,13,High,1.0,462.5050734351559
15,Diesel,6,50,Heavy,Clear,Peak,Fri,2.99984260538878,1.2214672124438808,4,Low,3.2,403.06303234720843
36,Diesel,35,50,Heavy,Clear,Off-peak,Thu,2.4073354502769337,1.3488421492266782,0,Medium,3.2,763.7215709298937
29,Petrol,8,50,Light,Rainy,Peak,Sun,1.0955190379572155,1.456964797858165,11,High,4.5,313.6400703795163
46,Diesel,60,50,Moderate,Snowy,Off-peak,Sat,1.9439204662734184,1.9089018467349754,10,Low,3.2,1177.0509683217472
5,CNG,16,50,Light,Stormy,Peak,Wed,1.013184615988323,1.4336058091712442,7,Medium,2.8,139.44070571940443
29,CNG,35,50,Moderate,Stormy,Off-peak,Wed,1.5521232145816575,1.9091807966751124,2,Medium,2.8,596.2127076730126
47,Petrol,45,50,Moderate,Rainy,Off-peak,Thu,1.1607148881455325,1.2413272555678612,10,Medium,4.5,506.4506998493555
47,Petrol,27,50,Moderate,Snowy,Peak,Wed,1.8404975707391174,1.813490289142771,13,High,4.5,1053.0520708296317
27,Diesel,37,50,Heavy,Clear,Peak,Thu,1.8630476342465305,1.6369870296507312,13,Low,3.2,641.6747246305938
25,Petrol,12,50,Light,Clear,Peak,Tue,1.3527151898258818,1.1968739816026814,10,Medium,4.5,301.94902323877807
16,Petrol,53,50,Heavy,Clear,Off-peak,Sat,2.6589098436006373,1.1271266561928968,12,Medium,4.5,683.2996207389999
16,EV,20,50,Heavy,Clear,Peak,Mon,2.5343103510645673,1.0038936343513913,8,Low,1.0,269.6828710638832
36,Petrol,19,50,Heavy,Rainy,Peak,Wed,2.6540636696625324,1.3391025989240473,9,Low,4.5,888.5158894387478
25,CNG,45,50,Light,Clear,Off-peak,Tue,2.092493203166852,1.249725071234789,5,Medium,2.8,549.1586556510612
41,Diesel,44,50,Heavy,Rainy,Peak,Thu,1.016463645928975,1.9450456008246073,2,High,3.2,532.2267440719897
1,Petrol,56,50,Heavy,Rainy,Off-peak,Mon,2.847533641673147,1.7434928029780379,13,High,4.5,826.6149593474132
5,EV,30,50,Moderate,Stormy,Off-peak,Wed,2.8382394620464515,1.0854551567608515,1,High,1.0,354.2898909230536
41,Diesel,18,50,Moderate,Rainy,Off-peak,Sat,2.087384276554956,1.7215883924207034,10,High,3.2,780.5335127135622
20,Diesel,16,50,Heavy,Stormy,Peak,Tue,2.80767143923568,1.2630534619142277,13,Medium,3.2,517.7509131616719
